id,breed,dataset_type
04b5834c3a969c6308ce157c547bb313,basenji,
04be608c9c005d9aa0224fe08554e4be,siberian_husky,
04c3bdfec0c7f082c7e697c26be9e020,bloodhound,
04cce0cd53c6f01d242a49e43de513a1,clumber,
04d2dc1f2804c748b1aa71954bb45d38,newfoundland,
04d3a777baa532f7558a860393c4537f,newfoundland,
04d4918090b0c2a7b965ff58f13b2ecf,cardigan,
04d50b0dce8b8ee9544d9602df85f722,bluetick,
04d5d382a8a02d68859850dc282d3ac4,doberman,
04d6fe2d5ad29be79083e5c9cf3d9b0d,welsh_springer_spaniel,
04dea47b883acca9bd57c7ea2930524f,old_english_sheepdog,
04e370c8510638ca969a716822444085,komondor,
04e3bb77c15c18fc1ac101d86d612f46,miniature_pinscher,
04ea8788cfa17d01c87ea4cdaa0a330d,briard,
04f59d1b6887cf10e6fd897514623cf3,chesapeake_bay_retriever,
04f69d645182d799dbb54862c19c0f38,groenendael,
04f9e2da4b6f5adb9b9d62eba66ba991,airedale,
04fab70baaf7cd53f8bf78225dbf5409,walker_hound,
04fb4d719e9fe2b6ffe32d9ae7be8a22,bernese_mountain_dog,
050073020e80e4935b53df8d786c8612,dandie_dinmont,
050c59e2063923106443e9fd81683088,chesapeake_bay_retriever,
0512c1a59449a9c8c83c95722028ac90,basset,
05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog,
0518691772e78ac6805bf006993665a4,rhodesian_ridgeback,
052675b01ae0a4b62e090923d131f4ff,black-and-tan_coonhound,
053106ed091eac5e129225315ef6cfcb,maltese_dog,
0543510e763cbf8fc771a097ffda9984,bedlington_terrier,
054f069e01a809b23a9da31dd8f4841e,chesapeake_bay_retriever,
055429c6fb404af27ac52a08216e6cda,shih-tzu,
055cfac66e5d67756ab05d02baeeb04c,great_pyrenees,
0566a60d7504a6fad4161d0ef2765a34,beagle,
0569f1d79637070f70ca4a62ec510792,saluki,
056b535b441278e83839984f1b1da0a6,scottish_deerhound,
056c314f2a7d119447af259a07eb31df,vizsla,
05719b998e57a11b863a322ecc7652a5,scottish_deerhound,
0581b47e4c3890fb74a5485aa4d008f0,irish_terrier,
058d4bfce39c9f1157ca4c1b019bbf1a,scottish_deerhound,
058ea5b467d08ed978658dc1ad85fb7d,maltese_dog,
05934390044791b8fd2dd2ba9c0b4b36,appenzeller,
0593e37870ee77b0d34508e118bf6670,italian_greyhound,
059513b85ae976a6f591f71bbaae49bf,eskimo_dog,
059a86d50634c78d5a18f918cb0b3f0d,afghan_hound,
05a05cf4c8d6a4f3f780a9112a11999b,german_shepherd,
05a5e6f6b575688dc304ae72635db7b6,italian_greyhound,
05a747c5853defa2420b976a9c0918a2,bluetick,
05b5e17b96409ca6db51edaf28bd3bdc,west_highland_white_terrier,
05bac66dfae763fb86ab6360bd3c6f5f,kerry_blue_terrier,
05beb3230462b740e5c56230eb27a7a4,kerry_blue_terrier,
05c128c8e3ef0c2739f181f9c5677f56,australian_terrier,
05cab78114abb08afcda78ee70222edd,english_foxhound,
05d6e6de49a6999e56de23c4608af441,saluki,
05e25c8ec67962c2ef4dd7b0f6aa3918,african_hunting_dog,
05e3dfffd0b0dca56e6b1d4686e1a6c2,west_highland_white_terrier,
05e93a5604440b065143c81be16cd395,whippet,
05f59d40acf74affda3c8940ba192f42,leonberg,
05fbe54802ffb6d6256abb93381f5cf4,appenzeller,
060112a1a77217039de21f7d0963929d,dhole,
060b163b5ad74c889c47b9f421825cdb,dingo,
061592707868d5ced7ee050cb383072d,soft-coated_wheaten_terrier,
061a378e68e8734682ea9c04a572e2ab,norwich_terrier,
061e9891cd5e77345e3cff761c12db4d,norfolk_terrier,
062131c6c38a1e485091c8c3329d9638,shih-tzu,
06223770cd0968a5fa81b2898e65e34a,border_collie,
06412667e714332186d0cf86375e98fb,border_terrier,
06448bf4366760660b6a7611d93d7533,bernese_mountain_dog,
064dff92e5654a8679f8971a027a4040,sealyham_terrier,
065221667b1ed903e364b9063ee2195b,lakeland_terrier,
06538c8ad646eb2ebbbbdda1c8174899,afghan_hound,
0653d31ae648e2a6628ee3f440729361,basset,
065452ccfffdc6b6f60183bd6c88ba89,lakeland_terrier,
06557d54077c5265ecdcd7273c9c38ca,shih-tzu,
0672592809da7574a87ddcd0ba2f315d,standard_schnauzer,
0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel,
068314c65cbe67fa4f57283f4f3a801c,standard_poodle,
0685bcc6cdaa954771379d95d339baf6,pekinese,
06ab2182c2a958a5f0de2035f39a0fa7,great_pyrenees,
06ba5a21442ba19190bfe7bfa9def11c,groenendael,
06bd6a364e68b886c085b9b8b8d2b818,flat-coated_retriever,
06c47d61293f2bb51a94040bb4b20799,italian_greyhound,
06c4dbc5b0ea3674bbc752c4ce76819a,irish_setter,
06cceae049531cdb98fe67d912aa58a8,toy_poodle,
06cd8e3fbfe72c34461814239e1deab8,keeshond,
06ce71ab05143b1fe45ba8eeba2e97e4,pug,
06d2d84b936225e6c853a0453cb9c878,redbone,
06d80d6a7aba8bc48606a285bbad0697,boxer,
06e548623971fbdf8c80b0614f811f50,toy_poodle,
06faa041b335551e3ccf3c239d006425,basenji,
06fe22a92fa8dc8f90e7a0f118acad6f,bernese_mountain_dog,
0700d58c82bafe9c4edc81f902178e76,airedale,
07096719a671e1737b829bd1a88f1dbf,english_foxhound,
0709abee3095717f43db409dd7ce769b,wire-haired_fox_terrier,
070e8ff540cc8113939ae5dba4a24f80,chesapeake_bay_retriever,
071652f5f5d0bf00983c075e96ad725f,japanese_spaniel,
0718d39d59d9e3b134446440d69b2058,weimaraner,
07192213791150248bfb5bbe6b0b0373,basset,
0724948de3506f43cda65804efe79b9b,miniature_poodle,
072aa9d6100187288ef00316c8bcdd66,soft-coated_wheaten_terrier,
0734a945cc1ab35a9d2348db42075a99,bedlington_terrier,
073b9a44c4761fa0792943b61b9c812c,toy_poodle,
073bb2f975ee39406e692e33364762a3,bedlington_terrier,
073f0821a0842917e6e97ab322bd63f2,basenji,
0743bfe9525b7a6310a297b11b7e154a,doberman,
07466e87275ed10056a9d2cbb4c733d8,leonberg,
0755a940eac9a9b8cf0328b4be062096,boston_bull,
075a28044780636f48d8571f1d32f73d,bull_mastiff,
0769e276e8b9b992a3fcd6a10deee6a7,bernese_mountain_dog,
076d31a2f676671e4427cc485b9d2918,clumber,
0773acd6874a703b966367d4d27cac71,kuvasz,
07751d1687e0233ff638889d8b365709,whippet,
0779e164a5bed1119e36e622107c6a77,pomeranian,
079509ceab0968ce07cffa0df479f1b0,doberman,
079a7ad36b46704c28d88c4aa183c28e,english_foxhound,
079e17a742380d333950962f2c83ffd2,dingo,
079f6255a19fdbaa75fb2a902bca894c,clumber,
07a0214fa84969b5256bf7d20f1b3a9b,siberian_husky,
07a215abb3ff16fd19a5b832c8f3408b,chesapeake_bay_retriever,
07a4fcb31d0c6259f5ec21a1f193bc39,irish_terrier,
07b46335006fbbe0328aeb8213b874ce,curly-coated_retriever,
07b5288a0bb8b9cf1a42d281a9451e51,irish_water_spaniel,
07bbf36ce2c7407751219804b3d187ec,yorkshire_terrier,
07c7389196b5dde668d740089f9ebc22,boxer,
07d1dd1576b5e95f448c1213b6812c40,italian_greyhound,
07d6e906eb95f24c53eb92ecc2d47783,pug,
07d7cfbdbd3682cae50902b53c798028,boston_bull,
07ddc3c2188164b1e72ae6615a24419a,airedale,
07e103146c1f4513647ddb9614210320,cairn,
07e12e8064b6b17a94608ba5fd78a72e,pembroke,
07ebe25829d387cef30160285d50e232,labrador_retriever,
07eeb2ef42c6b260684e8cb8e8c4ba70,tibetan_terrier,
07f1b6214597af2f04a27c375a602a0c,otterhound,
07f95d08b40f1402abdab79b1f834e4c,old_english_sheepdog,
080073330bb8954505340cf18159fbb8,shetland_sheepdog,
08098e0a4074f62169ab53f7efe40da2,pomeranian,
080ebefee69f27243b185c113052963e,cardigan,
080ec59213ed7425b7f8c169955bb9d0,japanese_spaniel,
0811e959c0fa3b1c7af6be4f645a9464,papillon,
08149eb72785553570f74a6effea8d7e,american_staffordshire_terrier,
0815082cf02417e80f4df9dfba17aa13,wire-haired_fox_terrier,
081ee1793b0e0027f8cccf9dc4513d53,miniature_pinscher,
081f6b553afb94d1f192f08cc3ac5762,wire-haired_fox_terrier,
0822709f6f6ea0be1928f52b8eecbc2f,cardigan,
0825e8471e3c9a14dc341bdd8630f05e,golden_retriever,
083820e6dda52da4c0f200ac36f582dc,yorkshire_terrier,
084c4f43ecc2630587de6c3e543525c3,shetland_sheepdog,
084f941981c326f26ea77158fb449c57,pekinese,
08571d6bb5ecf6c9b7a145dc24043088,dandie_dinmont,
0857307dddb1b41288887ef2338af6df,collie,
085b26edb3ee9688d41c4293aafe0162,irish_wolfhound,
085faff5f472098801b371f077b2dc8b,basset,
0861355ea326a82de3aab420d4276e5b,whippet,
08644ddaf5a3ca7f08fcab7561ec4eea,bernese_mountain_dog,
086e8ca78ec3303a8f06df003ecb6612,chow,
08774c223487c1c880b447aae6a7e0b2,norwegian_elkhound,
08782eb5ac167ca5f8feaccb519e9b4e,cairn,
087b211f15ad8095ba90c0be54c1c30d,great_dane,
087cd02ca089fc0f30841a6a89e3a619,american_staffordshire_terrier,
08829c00da02dea80eb491122989492f,afghan_hound,
0883e6cc994d9ba90592f400d502d838,bloodhound,
088be435c5245f79c448812169a30cb5,italian_greyhound,
088cdda83ef0920d130398f7724b391f,shih-tzu,
0891ce3700686a8df5b4bd711be44ea9,kelpie,
08946697b3e50e602d6bea765c8fb9f5,scottish_deerhound,
0895dd35b3afa2a4f8a0b6f3ad98134a,sealyham_terrier,
089bce55f74e34940b3782e11c1bd2b5,borzoi,
089fd270df9e42e3f741452a4e437dc5,chihuahua,
08af52c888b0f5735c3ced810771601d,blenheim_spaniel,
08b49c79fafad70a23c770b1fcaa89ba,komondor,
08e4013c0ddc710c57d1d188bf7c0cfe,blenheim_spaniel,
08e5e75d29184a82a9dada752c9c4afb,chow,
08e99ed86b0ce429fef52a8ca33e1551,eskimo_dog,
08ea34bfdc88f5b1e0eef0b76d832c8e,cairn,
08ea655aa168d87806340c336d07f1c9,dhole,
08ed3bf636ad906f5ddea9ebda22ff98,briard,
09037f0995111a413fd8e976f3680f09,redbone,
091306dd0d110a677fe0de1ad066f160,sealyham_terrier,
092220a7a8081144a7485efb6c087fe2,papillon,
09288e5c39391b780412561163b10bf5,afghan_hound,
092c2cdbf133b201d7d56969bfbcc8f6,miniature_schnauzer,
093a146e173a3fd9ea650b87f08d6222,samoyed,
093fc67079701f48bd1d2e52a684ed9e,curly-coated_retriever,
09438173067ccee8d4a1a45f2f8a8eb6,redbone,
0943d1d4677ab876b52468096baaa2ce,english_foxhound,
0944fbca92fad9a38af10b3d1943cb54,miniature_pinscher,
09477e5059ebb15cad5f37fb3b9b1889,border_collie,
094b97e52d00895fbf6769724e1b0e7d,miniature_pinscher,
0959e919604a931fc1ae379b7a75911a,irish_wolfhound,
095d868f796f86c8258750365a04f2cd,japanese_spaniel,
0964a2558fc9aa293a6a934d49f64968,silky_terrier,
0964e161b379740955fa95d8d4c8697e,sussex_spaniel,
0974b614b86b829821067bd0b1808b8c,ibizan_hound,
097ef8eca8fc340249b0bbc2b745972c,blenheim_spaniel,
098333d51970304787c7061f3e683c5b,great_pyrenees,
09839ef1c5a5a5b3acb61c4093cab07f,bloodhound,
098c50d7ba4f07d9aba8c6162aa70b50,shetland_sheepdog,
098c722479a8288c57b545781d5c54bd,german_short-haired_pointer,
098dc5e173d21c229e6ee565d7666b10,whippet,
0990fe6be15d9d556eac8712db3c8094,basenji,
09927a82d649607a7704ac6043cdfa9a,west_highland_white_terrier,
0995f642fe4baab3cb3534725dfedb75,australian_terrier,
0998eda08cdb14648e444c15f06658af,kuvasz,
099b068027c41251d29f75a311cc5e5c,french_bulldog,
099db37801090ed56bbc95c13d3799b9,toy_poodle,
09a1ea62ffa4b9389c03162bb0b0b572,saint_bernard,
09a6fd935dd1a4dee29b97885cfa9318,miniature_poodle,
09aec2a169942b17d88b4b5f1bba5886,bluetick,
09beb7445a14486752bd25f69e952ebc,african_hunting_dog,
09c62a1ff26b3e83a2d476c2add054b1,afghan_hound,
09c986f317783fb5ae091b334e79ac5a,pomeranian,
09d462e2ad4d8c51d1a8430577891d8a,irish_terrier,
09d497888fd1e6745f67a78269139620,malamute,
09d5ac8026b8a7f7d1acae244765fe24,airedale,
09d7cc03f9e9730bda53b4a590351838,papillon,
09ea184490e5da33eb3d851ee6361941,redbone,
09fc0a4acd13c78c02cdb251f193231d,walker_hound,
0a001d75def0b4352ebde8d07c0850ae,komondor,
0a077ea0c8fa54d95f75e690b2c8196b,otterhound,
0a0c223352985ec154fd604d7ddceabd,kuvasz,
0a135c5ee55edf4bd9631d4e15264788,komondor,
0a13f9596e03a9f87c96aaff6e057048,redbone,
0a1b0b7df2918d543347050ad8b16051,newfoundland,
0a1f8334a9f583cac009dc033c681e47,kerry_blue_terrier,
0a27d304c96918d440e79e6e9e245c3f,west_highland_white_terrier,
0a3f1898556115d6d0931294876cd1d9,lhasa,
0a409042dd36b2c8293c67d4d4ea9ef9,sealyham_terrier,
0a4116a80e753f7b0adf4149f551a3a7,kelpie,
0a438069d5a8a8a079ac131d74c3a366,dingo,
0a4f1e17d720cdff35814651402b7cf4,afghan_hound,
0a541df84dd3febb076e2c33a23cd230,bloodhound,
0a5958a7f6836cbe349a4cedfe7178a6,basset,
0a5f744c5077ad8f8d580081ba599ff5,redbone,
0a65ba3ab9b29c66e15cec76f34eca6f,mexican_hairless,
0a6706f7864eb8871913f0e4ba07a61e,samoyed,
0a688b0783f472c84bbfe1c56efea1c6,mexican_hairless,
0a6c192b96e55e2ca37318919b1ffae6,collie,
0a70f64352edfef4c82c22015f0e3a20,west_highland_white_terrier,
0a77b9015c37f39c92b5399dc29da97c,irish_terrier,
0a77d498ff491945347bb895d8ae4008,samoyed,
0a783538d5f3aaf017b435ddf14cc5c2,french_bulldog,
0a7899ed6a15f4af8f28e01c9c44dcfe,miniature_poodle,
0a7f8d31c960071d0d4cfba36c0159c7,brittany_spaniel,
0a86c8b48bddb0155645f3a27f48292f,bouvier_des_flandres,
0a896d2b3af617df543787b571e439d8,leonberg,
0a8b6985bbe58a58909b5ef0a7d5a1aa,tibetan_mastiff,
0a9322a30aff755dac328022266e3740,australian_terrier,
0a96f376d746b191fcc6e4812a603f7f,dandie_dinmont,
0a9832b18d360f50f5b3b2ab4c540ddc,collie,
0a9f8c6ceadfff61072a565311777655,cardigan,
0a9f8f6543d0b33fe9474035dd5323ef,briard,
0aa31d6ecdb95ac7d3b7fa42b86bd91b,old_english_sheepdog,
0ab12906ac3a87b531c574a15e79c58a,curly-coated_retriever,
0ab8d4c80ae4e6bbeacd66fb7e52b851,pomeranian,
0ab9cdefc666573f8019356ffefe0c69,sussex_spaniel,
0abdda879bb143b19e3c480279541915,maltese_dog,
0ac12e1849fd51b2158d16b8f5e75551,german_shepherd,
0ac12f840df2b15d46622e244501a88c,walker_hound,
0acfee91dd38e53a20dd1488a17e9af9,keeshond,
0ad3d66ba7b2d5d6d608da088abca7c0,welsh_springer_spaniel,
0adfec2804a1efe41f54758cd87cec01,border_collie,
0afb0d170c66aed12805f838041411ce,tibetan_mastiff,
0afc7d87053cb44a529c78c0fac99886,tibetan_terrier,
0b102a6aa442aed98f137616e924e18e,basenji,
0b178813be36410eda8742abe2153ced,chesapeake_bay_retriever,
0b1b49b8cf679eb3e2fb13ca6deba9b5,appenzeller,
0b1cdb2a36dd432fcc7567959cb23798,italian_greyhound,
0b1e71a499a26eaacc06991bca982523,vizsla,
0b2d69f59303805f17055bd59615a297,english_springer,
0b2e635ebad8aba82656c8fceb05018c,bloodhound,
0b30d48dd2818cdea768d884623e8c2a,toy_poodle,
0b345d4f2434903c374ad8b8513a289b,malamute,
